monotonous	-0.410837	0.053877	0.163524	0.079163	0.194537
moody	0.051382	-0.122772	-0.097114	-0.098414	0.468034
moral	-0.020000	0.260000	-0.090000	0.330000	-0.020000
moralistic	-0.230000	0.260000	-0.110000	0.230000	0.070000
naive	-0.180000	-0.210000	-0.200000	0.260000	0.120000
narrow-minded	-0.156143	-0.126462	-0.152482	-0.189509	0.318452
natural	0.140000	0.030000	0.090000	0.230000	-0.170000
neat	-0.100000	0.750000	-0.090000	0.090000	-0.140000
negative	0.010000	-0.050000	-0.320000	-0.150000	0.250000
negativistic	-0.030000	-0.080000	-0.340000	-0.310000	0.310000
negligent	-0.164671	-0.504034	-0.030128	-0.200099	0.045762
nervous	-0.002393	0.058603	-0.064474	-0.070732	0.493905
neurotic	0.090000	-0.160000	0.020000	-0.050000	0.770000
nice	0.061938	-0.097313	-0.558238	0.376300	-0.006388
non envious	-0.041133	0.145887	0.067170	0.275623	-0.469622
nonchalant	0.030000	-0.090000	0.040000	-0.010000	-0.260000
nonconforming	0.420000	-0.170000	0.040000	-0.090000	-0.170000
noncreative	-0.310000	-0.220000	-0.190000	0.110000	-0.070000
nonpersistent	-0.040000	-0.230000	-0.330000	0.160000	-0.140000
nonreligious	0.190000	-0.160000	-0.080000	-0.250000	-0.170000
nosey	-0.140000	-0.150000	0.160000	-0.040000	0.320000
not artistic	-0.595667	0.023675	-0.001006	-0.112669	-0.027331
obedient	-0.070000	0.250000	-0.030000	0.290000	0.450000
objective	0.220000	0.270000	-0.040000	0.150000	-0.160000
obliging	0.030000	0.050000	-0.080000	0.410000	-0.110000
obsessive	-0.040000	-0.120000	0.160000	-0.180000	0.250000
obstinate	0.054644	-0.023062	0.043469	-0.280204	0.231582
old-fashioned	-0.320000	0.010000	-0.100000	0.050000	0.050000
open	0.016953	0.007764	0.345774	0.114349	-0.227396
open-minded	0.062973	0.048821	0.144226	0.225405	-0.339509
opinionated	0.030000	0.070000	0.220000	-0.260000	0.110000
opportunistic	-0.043664	0.052671	0.172031	-0.259249	0.050816
optimistic	-0.125511	0.085306	0.300560	0.305692	-0.097793
orderly	-0.060000	0.586512	-0.018720	0.042848	0.122384
ordinary	-0.320000	0.100000	-0.450000	0.220000	0.040000
organized	-0.021456	0.698439	0.037566	0.036017	0.000761
original	0.271273	-0.025190	0.111669	0.047623	-0.216403
ostentatious	0.213980	-0.087641	0.304472	-0.108821	0.048452
outspoken	0.193164	-0.074847	0.431480	-0.106327	-0.051887
overtalkative	0.110000	-0.380000	0.340000	-0.190000	0.050000
overwhelming	0.210000	0.020000	0.670000	-0.110000	0.000000
participative	0.140000	0.050000	0.400000	0.020000	-0.020000
passionate	0.090000	-0.040000	0.200000	0.310000	0.270000
passionless	0.030000	0.030000	-0.210000	-0.190000	-0.280000
passive	-0.190000	-0.060000	-0.480000	0.220000	-0.030000
patient	-0.119340	0.168027	-0.141068	0.328202	-0.252726
patronizing	-0.270000	0.040000	0.030000	-0.020000	0.060000
peaceful	-0.019962	0.040494	0.078639	0.421158	-0.308304
peace-loving	0.170000	0.040000	-0.040000	0.530000	-0.100000
perceptive	0.312386	0.154222	0.060471	0.357647	0.122331
perfectionistic	0.130000	0.370000	-0.070000	-0.070000	0.160000
persevering	0.002727	0.413170	0.293292	-0.096708	-0.104103
persistent	0.114494	0.323038	0.124241	0.013582	-0.006848
pessimistic	0.169644	-0.110642	-0.366264	-0.045522	0.173322
philosophical	0.558184	-0.021592	-0.063189	0.031597	-0.051993
placid	-0.040000	0.100000	-0.340000	0.120000	-0.200000
plain	-0.190000	-0.090000	-0.310000	0.090000	0.110000
planful	-0.005063	0.437465	-3.236309	0.056137	0.115004
playful	-0.090000	-0.120000	0.410000	0.200000	-0.020000
pleasant	-0.028011	0.031684	0.263774	0.407909	-0.169491
poised	0.120000	0.260000	0.130000	0.180000	-0.110000
polite	0.061443	0.308029	-0.041796	0.568992	-0.004898
pompous	-0.310000	0.070000	0.120000	-0.160000	0.080000
positive	0.090000	0.070000	0.320000	0.220000	-0.250000
